code,onset,offset,code.value
transcribe,00:40:50.999,00:40:51.499,"b,b"
transcribe,00:40:53.712,00:40:54.212,"b,c"
transcribe,00:40:54.252,00:40:54.752,"b,c"
transcribe,00:40:54.843,00:40:55.343,"b,c"
transcribe,00:40:56.702,00:40:57.202,"b,c"
transcribe,00:40:57.215,00:40:57.715,"b,c"
transcribe,00:40:58.996,00:40:59.496,"m,you ok?"
transcribe,00:41:00.701,00:41:01.201,"b,b"
transcribe,00:41:01.723,00:41:02.223,"b,b"
transcribe,00:41:03.911,00:41:04.411,"b,b"
transcribe,00:41:04.389,00:41:04.889,"m,oop"
transcribe,00:41:04.763,00:41:05.263,"m,he's gonna shut the door"
transcribe,00:41:07.969,00:41:08.469,"b,b"
transcribe,00:41:08.777,00:41:09.277,"m,oh"
transcribe,00:41:09.241,00:41:09.741,"m,are you shutting the door?"
transcribe,00:41:12.341,00:41:12.841,"m,come here"
transcribe,00:41:13.131,00:41:13.631,"m,hehehe"
transcribe,00:41:14.990,00:41:15.490,"m,luca"
transcribe,00:41:19.223,00:41:19.723,"b,b"
transcribe,00:41:20.433,00:41:20.933,"m,go open the door"
transcribe,00:41:22.884,00:41:23.384,"m,silly"
transcribe,00:41:23.718,00:41:24.218,"b,b"
transcribe,00:41:27.190,00:41:27.690,"b,b"
transcribe,00:41:28.120,00:41:28.620,"b,b"
transcribe,00:41:29.747,00:41:30.247,"b,say hi"
transcribe,00:41:31.112,00:41:31.612,"b,see"
transcribe,00:41:32.445,00:41:32.945,"b,see"
transcribe,00:41:35.296,00:41:35.796,"b,see"
transcribe,00:41:36.289,00:41:36.789,"b,c"
transcribe,00:41:37.668,00:41:38.168,"b,b"
transcribe,00:41:38.289,00:41:38.789,"m,where are you going?"
transcribe,00:41:38.972,00:41:39.472,"b,b"
transcribe,00:41:40.180,00:41:40.680,"m,oh we're going back here?"
transcribe,00:41:42.332,00:41:42.832,"m,oh"
transcribe,00:41:42.846,00:41:43.346,"m,ah"
transcribe,00:41:43.156,00:41:43.656,"m,you found daddy"
transcribe,00:41:48.984,00:41:49.484,"b,b"
transcribe,00:41:49.744,00:41:50.244,"b,b"
transcribe,00:41:54.438,00:41:54.938,"m,hey"
transcribe,00:41:54.747,00:41:55.247,"m,no no no no no"
transcribe,00:41:56.405,00:41:56.905,"m,nope"
transcribe,00:41:57.182,00:41:57.682,"b,b"
transcribe,00:41:57.553,00:41:58.053,"m,no no"
transcribe,00:41:57.910,00:41:58.410,"m,you know you can't touch that"
transcribe,00:41:59.476,00:41:59.976,"b,c"
transcribe,00:41:59.737,00:42:00.237,"m,ok?"
transcribe,00:42:00.499,00:42:00.999,"b,b"
transcribe,00:42:04.328,00:42:04.828,"b,b"
transcribe,00:42:05.444,00:42:05.944,"b,b"
transcribe,00:42:06.265,00:42:06.765,"b,b"
transcribe,00:42:06.916,00:42:07.416,"b,b"
transcribe,00:42:11.225,00:42:11.725,"b,yep"
transcribe,00:42:14.976,00:42:15.476,"b,hi"
transcribe,00:42:16.108,00:42:16.608,"m,hahaha"
transcribe,00:42:18.526,00:42:19.026,"m,xxx"
transcribe,00:42:18.681,00:42:19.181,"b,c"
transcribe,00:42:20.463,00:42:20.963,"m,luca"
transcribe,00:42:20.927,00:42:21.427,"m,oh my gosh"
transcribe,00:42:22.895,00:42:23.395,"b,b"
transcribe,00:42:23.377,00:42:23.877,"b,b"
transcribe,00:42:24.229,00:42:24.729,"b,b"
transcribe,00:42:25.251,00:42:25.751,"b,uh oh"
transcribe,00:42:27.096,00:42:27.596,"b,b"
transcribe,00:42:28.662,00:42:29.162,"m,look"
transcribe,00:42:30.567,00:42:31.067,"m,it's not gonna stay"
transcribe,00:42:31.881,00:42:32.381,"b,b"
transcribe,00:42:32.859,00:42:33.359,"m,no no no no"
transcribe,00:42:35.045,00:42:35.545,"m,stop"
transcribe,00:42:38.795,00:42:39.295,"b,i see you"
transcribe,00:42:40.454,00:42:40.954,"b,b"
transcribe,00:42:41.041,00:42:41.541,"b,b"
transcribe,00:42:41.849,00:42:42.349,"b,b"
transcribe,00:42:42.376,00:42:42.876,"b,b"
transcribe,00:42:44.126,00:42:44.626,"b,see"
transcribe,00:42:44.746,00:42:45.246,"b,b"
transcribe,00:42:45.490,00:42:45.990,"b,b"
transcribe,00:42:47.802,00:42:48.302,"b,daddy"
transcribe,00:42:47.973,00:42:48.473,"m,he's"
transcribe,00:42:48.637,00:42:49.137,"m,dad's working on stuff"
transcribe,00:42:53.521,00:42:54.021,"b,b"
transcribe,00:42:54.977,00:42:55.477,"b,b"
transcribe,00:42:58.247,00:42:58.747,"b,b"
transcribe,00:42:59.592,00:43:00.092,"b,b"
transcribe,00:43:00.353,00:43:00.853,"b,b"
transcribe,00:43:01.049,00:43:01.549,"b,yep"
transcribe,00:43:03.252,00:43:03.752,"b,see"
transcribe,00:43:04.941,00:43:05.441,"b,b"
transcribe,00:43:07.313,00:43:07.813,"b,b"
transcribe,00:43:09.420,00:43:09.920,"m,what's that say?"
transcribe,00:43:10.337,00:43:10.837,"m,does that say calvin and hobbes?"
transcribe,00:43:12.241,00:43:12.741,"b,b"
transcribe,00:43:13.590,00:43:14.090,"b,b"
transcribe,00:43:19.683,00:43:20.183,"b,b"
transcribe,00:43:24.394,00:43:24.894,"b,b"
transcribe,00:43:26.222,00:43:26.722,"b,b"
transcribe,00:43:27.137,00:43:27.637,"b,b"
transcribe,00:43:30.795,00:43:31.295,"b,b"
transcribe,00:43:31.555,00:43:32.055,"m,no"
transcribe,00:43:31.958,00:43:32.458,"m,you know you can't"
transcribe,00:43:32.733,00:43:33.233,"m,no"
transcribe,00:43:33.431,00:43:33.931,"m,hey"
transcribe,00:43:34.128,00:43:34.628,"m,ok"
transcribe,00:43:34.765,00:43:35.265,"m,you know you want to put stuff in that helmet"
transcribe,00:43:36.407,00:43:36.907,"b,c"
transcribe,00:43:37.663,00:43:38.163,"m,hey"
transcribe,00:43:38.111,00:43:38.611,"m,you know you can't"
transcribe,00:43:38.360,00:43:38.860,"b,c"
transcribe,00:43:38.625,00:43:39.125,"m,hey come here"
transcribe,00:43:39.197,00:43:39.697,"b,c"
transcribe,00:43:40.436,00:43:40.936,"b,c"
transcribe,00:43:41.011,00:43:41.511,"m,come on"
transcribe,00:43:41.568,00:43:42.068,"b,c"
transcribe,00:43:42.654,00:43:43.154,"m,come on"
transcribe,00:43:43.211,00:43:43.711,"b,c"
transcribe,00:43:44.360,00:43:44.860,"b,c"
transcribe,00:43:45.538,00:43:46.038,"b,c"
transcribe,00:43:47.179,00:43:47.679,"b,c"
transcribe,00:43:47.722,00:43:48.222,"b,c"
transcribe,00:43:49.536,00:43:50.036,"b,c"
transcribe,00:43:50.032,00:43:50.532,"b,c"
transcribe,00:43:51.195,00:43:51.695,"m,come on"
transcribe,00:43:51.908,00:43:52.408,"b,c"
transcribe,00:43:52.188,00:43:52.688,"m,there's so much more fun stuff"
transcribe,00:43:53.597,00:43:54.097,"m,come on"
transcribe,00:43:54.978,00:43:55.478,"m,there's a lot more fun stuff over here"
transcribe,00:43:57.271,00:43:57.771,"b,c"
transcribe,00:43:58.635,00:43:59.135,"b,c"
transcribe,00:43:58.961,00:43:59.461,"m,come on"
transcribe,00:44:01.953,00:44:02.453,"b,c"
transcribe,00:44:05.765,00:44:06.265,"b,c"
transcribe,00:44:09.531,00:44:10.031,"b,c"
transcribe,00:44:10.725,00:44:11.225,"b,c"
transcribe,00:44:14.787,00:44:15.287,"b,c"
transcribe,00:44:15.624,00:44:16.124,"b,c"
transcribe,00:44:16.631,00:44:17.131,"b,c"
transcribe,00:44:17.266,00:44:17.766,"m,hey"
transcribe,00:44:18.476,00:44:18.976,"b,c"
transcribe,00:44:19.064,00:44:19.564,"b,c"
transcribe,00:44:19.840,00:44:20.340,"b,c"
transcribe,00:44:20.055,00:44:20.555,"m,luca"
transcribe,00:44:29.651,00:44:30.151,"b,c"
transcribe,00:44:31.154,00:44:31.654,"b,c"
transcribe,00:44:32.875,00:44:33.375,"m,come on"
transcribe,00:44:35.601,00:44:36.101,"b,c"
transcribe,00:44:37.042,00:44:37.542,"b,c"
transcribe,00:44:39.010,00:44:39.510,"b,c"
transcribe,00:44:39.724,00:44:40.224,"b,c"
transcribe,00:44:40.717,00:44:41.217,"b,c"
transcribe,00:44:43.181,00:44:43.681,"m,come on"
transcribe,00:44:44.017,00:44:44.517,"m,it's ok"
transcribe,00:44:45.103,00:44:45.603,"b,c"
transcribe,00:44:46.263,00:44:46.763,"b,c"
transcribe,00:44:47.444,00:44:47.944,"b,c"
transcribe,00:44:49.085,00:44:49.585,"m,come on"
transcribe,00:44:50.419,00:44:50.919,"m,ooo wah"
transcribe,00:44:50.930,00:44:51.430,"b,c"
transcribe,00:44:52.681,00:44:53.181,"b,c"
transcribe,00:44:53.564,00:44:54.064,"b,c"
transcribe,00:44:56.463,00:44:56.963,"b,c"
transcribe,00:44:57.426,00:44:57.926,"m,come on"
transcribe,00:44:57.797,00:44:58.297,"b,c"
transcribe,00:44:58.974,00:44:59.474,"m,hey let's go in here"
transcribe,00:44:59.517,00:45:00.017,"b,c"
transcribe,00:45:00.803,00:45:01.303,"b,c"
transcribe,00:45:01.594,00:45:02.094,"b,c"
transcribe,00:45:02.386,00:45:02.886,"m,look look look"
transcribe,00:45:03.763,00:45:04.263,"m,are you gonna play with these?"
transcribe,00:45:04.401,00:45:04.901,"b,c"
transcribe,00:45:05.391,00:45:05.891,"b,c"
transcribe,00:45:06.447,00:45:06.947,"b,c"
transcribe,00:45:07.980,00:45:08.480,"m,no?"
transcribe,00:45:09.005,00:45:09.505,"b,c"
transcribe,00:45:10.119,00:45:10.619,"b,c"
transcribe,00:45:13.312,00:45:13.812,"b,c"
transcribe,00:45:14.242,00:45:14.742,"b,c"
transcribe,00:45:15.437,00:45:15.937,"b,c"
transcribe,00:45:16.181,00:45:16.681,"b,c"
transcribe,00:45:17.110,00:45:17.610,"b,c"
transcribe,00:45:17.747,00:45:18.247,"b,c"
transcribe,00:45:19.250,00:45:19.750,"b,c"
transcribe,00:45:20.675,00:45:21.175,"b,c"
transcribe,00:45:21.994,00:45:22.494,"b,c"
transcribe,00:45:23.418,00:45:23.918,"b,c"
transcribe,00:45:24.815,00:45:25.315,"m,luca"
transcribe,00:45:25.418,00:45:25.918,"b,c"
transcribe,00:45:28.966,00:45:29.466,"m,come on"
transcribe,00:45:30.346,00:45:30.846,"b,c"
transcribe,00:45:31.014,00:45:31.514,"b,c"
transcribe,00:45:32.142,00:45:32.642,"b,c"
transcribe,00:45:32.762,00:45:33.262,"b,c"
transcribe,00:45:33.570,00:45:34.070,"m,come here"
transcribe,00:45:34.204,00:45:34.704,"b,c"
transcribe,00:45:35.708,00:45:36.208,"m,you wanna play with me?"
transcribe,00:45:36.326,00:45:36.826,"b,c"
transcribe,00:45:36.993,00:45:37.493,"b,c"
transcribe,00:45:39.412,00:45:39.912,"b,c"
transcribe,00:45:39.644,00:45:40.144,"m,come here"
transcribe,00:45:40.744,00:45:41.244,"m,shh"
transcribe,00:45:41.273,00:45:41.773,"b,c"
transcribe,00:45:41.551,00:45:42.051,"m,come on"
transcribe,00:45:42.172,00:45:42.672,"b,c"
transcribe,00:45:43.409,00:45:43.909,"b,c"
transcribe,00:45:43.954,00:45:44.454,"m,it's all good"
transcribe,00:45:45.006,00:45:45.506,"b,c"
transcribe,00:45:45.860,00:45:46.360,"b,c"
transcribe,00:45:46.047,00:45:46.547,"m,it's all good"
transcribe,00:45:46.496,00:45:46.996,"b,c"
transcribe,00:45:46.728,00:45:47.228,"m,is your mouth bothering you?"
transcribe,00:45:47.363,00:45:47.863,"b,c"
transcribe,00:45:48.587,00:45:49.087,"m,shh"
transcribe,00:45:49.859,00:45:50.359,"b,c"
transcribe,00:45:50.169,00:45:50.669,"m,sh sh"
transcribe,00:45:50.680,00:45:51.180,"b,c"
transcribe,00:45:52.262,00:45:52.762,"b,c"
transcribe,00:45:53.268,00:45:53.768,"b,c"
transcribe,00:45:54.416,00:45:54.916,"m,xxx"
transcribe,00:45:54.664,00:45:55.164,"b,c"
transcribe,00:45:55.161,00:45:55.661,"b,c"
transcribe,00:45:55.687,00:45:56.187,"b,c"
transcribe,00:45:56.043,00:45:56.543,"b,c"
transcribe,00:45:56.773,00:45:57.273,"b,c"
transcribe,00:45:57.035,00:45:57.535,"b,c"
transcribe,00:45:58.771,00:45:59.271,"b,c"
transcribe,00:45:59.578,00:46:00.078,"b,c"
transcribe,00:46:00.803,00:46:01.303,"m,nope nothing"
transcribe,00:46:01.299,00:46:01.799,"b,c"
transcribe,00:46:02.042,00:46:02.542,"b,c"
transcribe,00:46:02.956,00:46:03.456,"b,c"
transcribe,00:46:05.963,00:46:06.463,"b,c"
transcribe,00:46:07.499,00:46:07.999,"b,c"
transcribe,00:46:08.211,00:46:08.711,"b,c"
transcribe,00:46:09.205,00:46:09.705,"m,come here"
transcribe,00:46:09.917,00:46:10.417,"b,c"
transcribe,00:46:10.351,00:46:10.851,"m,look look look"
transcribe,00:46:11.498,00:46:11.998,"b,c"
transcribe,00:46:12.816,00:46:13.316,"b,c"
transcribe,00:46:14.319,00:46:14.819,"b,c"
transcribe,00:46:14.535,00:46:15.035,"m,come on"
transcribe,00:46:15.823,00:46:16.323,"m,no"
transcribe,00:46:16.272,00:46:16.772,"b,c"
transcribe,00:46:16.503,00:46:17.003,"m,you mustn't"
transcribe,00:46:17.419,00:46:17.919,"b,c"
transcribe,00:46:17.960,00:46:18.460,"m,yeah"
transcribe,00:46:18.348,00:46:18.848,"m,do you want the book?"
transcribe,00:46:19.185,00:46:19.685,"b,c"
transcribe,00:46:20.055,00:46:20.555,"b,c"
transcribe,00:46:20.798,00:46:21.298,"b,c"
transcribe,00:46:21.494,00:46:21.994,"b,c"
transcribe,00:46:22.192,00:46:22.692,"m,do you want a?"
transcribe,00:46:22.696,00:46:23.196,"m,yeah"
transcribe,00:46:23.843,00:46:24.343,"b,c"
transcribe,00:46:24.681,00:46:25.181,"b,c"
transcribe,00:46:25.702,00:46:26.202,"b,c"
transcribe,00:46:26.275,00:46:26.775,"m,calm down"
transcribe,00:46:27.313,00:46:27.813,"m,ok?"
transcribe,00:46:27.826,00:46:28.326,"b,c"
transcribe,00:46:28.197,00:46:28.697,"b,c"
transcribe,00:46:28.911,00:46:29.411,"m,no"
transcribe,00:46:29.454,00:46:29.954,"m,we can't go in there"
transcribe,00:46:30.213,00:46:30.713,"m,ok?"
transcribe,00:46:30.785,00:46:31.285,"b,c"
transcribe,00:46:31.157,00:46:31.657,"b,c"
transcribe,00:46:32.197,00:46:32.697,"b,c"
transcribe,00:46:34.864,00:46:35.364,"b,c"
transcribe,00:46:35.018,00:46:35.518,"m,we can't go in there"
transcribe,00:46:36.352,00:46:36.852,"m,daddy's working"
transcribe,00:46:37.205,00:46:37.705,"b,c"
transcribe,00:46:37.886,00:46:38.386,"b,c"
transcribe,00:46:38.349,00:46:38.849,"b,c"
transcribe,00:46:38.691,00:46:39.191,"b,c"
transcribe,00:46:41.234,00:46:41.734,"m,tch"
transcribe,00:46:41.854,00:46:42.354,"b,c"
transcribe,00:46:42.147,00:46:42.647,"b,c"
transcribe,00:46:43.045,00:46:43.545,"b,c"
transcribe,00:46:43.340,00:46:43.840,"m,calm down"
transcribe,00:46:44.442,00:46:44.942,"b,c"
transcribe,00:46:46.905,00:46:47.405,"m,calm down"
transcribe,00:46:47.403,00:46:47.903,"b,c"
transcribe,00:46:47.584,00:46:48.084,"m,ok?"
transcribe,00:46:47.680,00:46:48.180,"m,calm down"
transcribe,00:46:48.968,00:46:49.468,"b,c"
transcribe,00:46:50.626,00:46:51.126,"m,ok?"
transcribe,00:46:51.121,00:46:51.621,"b,b"
transcribe,00:46:51.928,00:46:52.428,"m,want some water?"
transcribe,00:46:52.825,00:46:53.325,"b,c"
transcribe,00:46:53.182,00:46:53.682,"m,let's go get some water"
transcribe,00:46:53.725,00:46:54.225,"b,c"
transcribe,00:46:54.375,00:46:54.875,"m,ok?"
transcribe,00:46:55.136,00:46:55.636,"b,c"
transcribe,00:46:56.328,00:46:56.828,"m,come on"
transcribe,00:46:59.182,00:46:59.682,"b,c"
transcribe,00:47:00.452,00:47:00.952,"b,c"
transcribe,00:47:00.978,00:47:01.478,"m,let's go get some water"
transcribe,00:47:03.335,00:47:03.835,"b,c"
transcribe,00:47:03.564,00:47:04.064,"m,no"
transcribe,00:47:04.141,00:47:04.641,"m,i'm not opening the door"
transcribe,00:47:04.958,00:47:05.458,"b,c"
transcribe,00:47:05.128,00:47:05.628,"m,come on"
transcribe,00:47:05.490,00:47:05.990,"m,lets get some water"
transcribe,00:47:06.590,00:47:07.090,"b,c"
transcribe,00:47:07.149,00:47:07.649,"b,c"
transcribe,00:47:08.373,00:47:08.873,"m,let's get some water"
transcribe,00:47:10.496,00:47:10.996,"m,come on"
transcribe,00:47:11.349,00:47:11.849,"m,let's calm down"
transcribe,00:47:11.690,00:47:12.190,"b,c"
transcribe,00:47:12.419,00:47:12.919,"m,let's get some water"
transcribe,00:47:15.718,00:47:16.218,"b,c"
transcribe,00:47:15.828,00:47:16.328,"m,shh"
transcribe,00:47:16.897,00:47:17.397,"b,c"
transcribe,00:47:17.656,00:47:18.156,"b,c"
transcribe,00:47:18.247,00:47:18.747,"m,i know"
transcribe,00:47:20.417,00:47:20.917,"b,c"
transcribe,00:47:20.882,00:47:21.382,"m,calm down"
transcribe,00:47:21.082,00:47:21.582,"b,b"
transcribe,00:47:22.803,00:47:23.303,"b,c"
transcribe,00:47:24.384,00:47:24.884,"m,calm down"
transcribe,00:47:24.587,00:47:25.087,"b,c"
transcribe,00:47:24.984,00:47:25.484,"m,i know"
transcribe,00:47:25.188,00:47:25.688,"m,come here"
transcribe,00:47:25.630,00:47:26.130,"b,c"
transcribe,00:47:26.416,00:47:26.916,"b,c"
transcribe,00:47:27.051,00:47:27.551,"m,look"
transcribe,00:47:27.470,00:47:27.970,"b,c"
transcribe,00:47:28.174,00:47:28.674,"m,have some water"
transcribe,00:47:28.894,00:47:29.394,"m,ok?"
transcribe,00:47:29.275,00:47:29.775,"b,c"
transcribe,00:47:30.235,00:47:30.735,"b,c"
transcribe,00:47:30.840,00:47:31.340,"b,c"
transcribe,00:47:31.072,00:47:31.572,"m,hey"
transcribe,00:47:31.506,00:47:32.006,"m,i know you're thirsty"
transcribe,00:47:32.343,00:47:32.843,"m,stop it"
transcribe,00:47:32.591,00:47:33.091,"b,c"
transcribe,00:47:33.614,00:47:34.114,"b,c"
transcribe,00:47:34.823,00:47:35.323,"b,c"
transcribe,00:47:39.830,00:47:40.330,"b,c"
transcribe,00:47:41.675,00:47:42.175,"m,here"
transcribe,00:47:41.678,00:47:42.178,"m,let's watch a funny video of you and jack"
transcribe,00:47:42.222,00:47:42.722,"b,c"
transcribe,00:47:42.837,00:47:43.337,"m,ok?"
transcribe,00:47:44.046,00:47:44.546,"b,c"
transcribe,00:47:44.930,00:47:45.430,"b,c"
transcribe,00:47:45.550,00:47:46.050,"b,c"
transcribe,00:47:45.891,00:47:46.391,"m,here look look look"
transcribe,00:47:46.948,00:47:47.448,"b,c"
transcribe,00:47:47.378,00:47:47.878,"m,we're gonna watch the funny video"
transcribe,00:47:47.937,00:47:48.437,"b,c"
transcribe,00:47:49.998,00:47:50.498,"m,you and jack playing"
transcribe,00:47:51.538,00:47:52.038,"b,b"
transcribe,00:47:59.872,00:48:00.372,"b,b"
transcribe,00:48:04.958,00:48:05.458,"m,see"
transcribe,00:48:21.388,00:48:21.888,"m,watch one more time"
transcribe,00:48:35.137,00:48:35.637,"m,hehehe"
transcribe,00:48:36.733,00:48:37.233,"m,are you laughing?"
transcribe,00:48:53.598,00:48:54.098,"m,ok?"
transcribe,00:48:56.698,00:48:57.198,"m,let's do this one"
transcribe,00:49:14.306,00:49:14.806,"b,b"
transcribe,00:49:14.631,00:49:15.131,"b,b"
transcribe,00:49:17.127,00:49:17.627,"m,it's you and jack kissing the birdie"
transcribe,00:49:19.762,00:49:20.262,"m,two days ago"
transcribe,00:49:56.016,00:49:56.516,"b,jack"
transcribe,00:49:56.684,00:49:57.184,"b,b"
transcribe,00:49:58.873,00:49:59.373,"m,yeah you're playing with your friend"
transcribe,00:50:02.853,00:50:03.353,"b,c"
transcribe,00:50:19.506,00:50:20.006,"m,see you and jack?"
transcribe,00:50:20.447,00:50:20.947,"b,b"
transcribe,00:50:22.106,00:50:22.606,"m,ok"
transcribe,00:50:22.958,00:50:23.458,"b,b"
transcribe,00:50:23.298,00:50:23.798,"m,is your mouth bothering you hon?"
transcribe,00:50:26.445,00:50:26.945,"b,c"
transcribe,00:50:29.205,00:50:29.705,"m,no don't get your slobber all over my phone"
transcribe,00:50:31.824,00:50:32.324,"b,c"
transcribe,00:50:39.807,00:50:40.307,"m,yuck"
transcribe,00:50:40.876,00:50:41.376,"m,yuck yuck yuck"
transcribe,00:50:42.116,00:50:42.616,"m,xxx"
transcribe,00:51:09.614,00:51:10.114,"m,want some water?"
transcribe,00:51:14.450,00:51:14.950,"b,b"
transcribe,00:51:15.224,00:51:15.724,"m,water?"
transcribe,00:51:17.225,00:51:17.725,"b,b"
transcribe,00:51:18.138,00:51:18.638,"m,he talking to you"
transcribe,00:51:18.465,00:51:18.965,"b,b"
transcribe,00:51:19.658,00:51:20.158,"b,b"
transcribe,00:51:39.373,00:51:39.873,"b,c"
transcribe,00:51:49.078,00:51:49.578,"b,b"
transcribe,00:51:49.914,00:51:50.414,"m,hm"
transcribe,00:51:52.673,00:51:53.173,"b,c"
transcribe,00:51:54.143,00:51:54.643,"b,c"
transcribe,00:51:56.282,00:51:56.782,"b,c"
transcribe,00:52:16.464,00:52:16.964,"m,can I have my phone?"
transcribe,00:52:17.642,00:52:18.142,"b,b"
transcribe,00:52:27.995,00:52:28.495,"m,mm haha"
transcribe,00:52:29.732,00:52:30.232,"b,c"
transcribe,00:52:29.930,00:52:30.430,"m,come on that's my phone"
transcribe,00:52:39.913,00:52:40.413,"b,b"
transcribe,00:52:44.128,00:52:44.628,"b,b"
transcribe,00:52:45.432,00:52:45.932,"b,b"
transcribe,00:52:46.548,00:52:47.048,"b,c"
transcribe,00:52:47.198,00:52:47.698,"b,c"
transcribe,00:52:47.586,00:52:48.086,"b,c"
transcribe,00:52:48.625,00:52:49.125,"b,c"
transcribe,00:52:49.724,00:52:50.224,"m,i'm sorry"
transcribe,00:52:51.183,00:52:51.683,"m,you can't have it"
transcribe,00:52:52.237,00:52:52.737,"b,c"
transcribe,00:52:52.686,00:52:53.186,"b,c"
transcribe,00:52:52.794,00:52:53.294,"m,look"
transcribe,00:52:53.150,00:52:53.650,"b,c"
transcribe,00:52:54.063,00:52:54.563,"m,ah i'm sorry"
transcribe,00:52:55.367,00:52:55.867,"b,c"
transcribe,00:52:55.457,00:52:55.957,"m,xxx you"
transcribe,00:52:58.838,00:52:59.338,"b,c"
transcribe,00:53:00.526,00:53:01.026,"b,c"
transcribe,00:53:02.713,00:53:03.213,"b,c"
transcribe,00:53:03.099,00:53:03.599,"b,c"
transcribe,00:53:04.154,00:53:04.654,"b,c"
transcribe,00:53:04.618,00:53:05.118,"b,c"
transcribe,00:53:06.525,00:53:07.025,"b,c"
transcribe,00:53:08.044,00:53:08.544,"b,c"
transcribe,00:53:09.393,00:53:09.893,"b,c"
transcribe,00:53:10.150,00:53:10.650,"b,c"
transcribe,00:53:11.625,00:53:12.125,"b,c"
transcribe,00:53:13.453,00:53:13.953,"b,c"
transcribe,00:53:15.423,00:53:15.923,"b,c"
transcribe,00:53:17.158,00:53:17.658,"b,c"
transcribe,00:53:19.156,00:53:19.656,"b,c"
transcribe,00:53:21.218,00:53:21.718,"b,c"
transcribe,00:53:21.947,00:53:22.447,"b,c"
transcribe,00:53:22.458,00:53:22.958,"m,come on"
transcribe,00:53:23.016,00:53:23.516,"b,c"
transcribe,00:53:23.140,00:53:23.640,"m,whoops"
transcribe,00:53:24.593,00:53:25.093,"m,look there's nothing here"
transcribe,00:53:25.588,00:53:26.088,"b,c"
transcribe,00:53:26.050,00:53:26.550,"b,c"
transcribe,00:53:27.026,00:53:27.526,"m,see"
transcribe,00:53:27.382,00:53:27.882,"m,nothing"
transcribe,00:53:27.849,00:53:28.349,"b,c"
transcribe,00:53:28.779,00:53:29.279,"b,c"
transcribe,00:53:29.382,00:53:29.882,"m,here why don't you come up on the couch?"
transcribe,00:53:30.858,00:53:31.358,"m,you love coming up on the couch"
transcribe,00:53:31.104,00:53:31.604,"b,c"
transcribe,00:53:32.018,00:53:32.518,"b,c"
transcribe,00:53:32.700,00:53:33.200,"m,no?"
transcribe,00:53:33.010,00:53:33.510,"b,c"
transcribe,00:53:33.257,00:53:33.757,"m,ok"
transcribe,00:53:34.265,00:53:34.765,"b,c"
transcribe,00:53:34.667,00:53:35.167,"b,c"
transcribe,00:53:35.932,00:53:36.432,"m,here have some water"
transcribe,00:53:36.946,00:53:37.446,"b,c"
transcribe,00:53:37.729,00:53:38.229,"m,xxx"
transcribe,00:53:38.853,00:53:39.353,"b,b"
transcribe,00:53:40.046,00:53:40.546,"b,c"
transcribe,00:53:41.891,00:53:42.391,"b,c"
transcribe,00:53:42.698,00:53:43.198,"b,c"
transcribe,00:53:46.371,00:53:46.871,"b,c"
transcribe,00:53:47.099,00:53:47.599,"b,c"
transcribe,00:53:48.944,00:53:49.444,"b,c"
transcribe,00:53:49.890,00:53:50.390,"b,c"
transcribe,00:53:50.106,00:53:50.606,"m,where do you want me to go?"
transcribe,00:53:51.688,00:53:52.188,"m,where are we going?"
transcribe,00:53:51.935,00:53:52.435,"b,c"
transcribe,00:53:52.261,00:53:52.761,"m,well we're not going back all the way down"
transcribe,00:53:53.686,00:53:54.186,"b,c"
transcribe,00:53:54.570,00:53:55.070,"b,c"
transcribe,00:53:55.004,00:53:55.504,"b,c"
transcribe,00:53:55.872,00:53:56.372,"b,c"
transcribe,00:53:57.485,00:53:57.985,"b,c"
transcribe,00:54:01.096,00:54:01.596,"b,c"
transcribe,00:54:04.597,00:54:05.097,"b,c"
transcribe,00:54:08.922,00:54:09.422,"m,door's still closed"
transcribe,00:54:10.674,00:54:11.174,"m,it's not opening"
transcribe,00:54:10.798,00:54:11.298,"b,c"
transcribe,00:54:12.748,00:54:13.248,"b,c"
transcribe,00:54:13.384,00:54:13.884,"m,i follow"
transcribe,00:54:14.330,00:54:14.830,"b,c"
transcribe,00:54:15.119,00:54:15.619,"b,c"
transcribe,00:54:16.345,00:54:16.845,"b,c"
transcribe,00:54:16.360,00:54:16.860,"b,c"
transcribe,00:54:17.940,00:54:18.440,"b,c"
transcribe,00:54:18.670,00:54:19.170,"b,c"
transcribe,00:54:19.041,00:54:19.541,"m,huh"
transcribe,00:54:20.001,00:54:20.501,"b,c"
transcribe,00:54:20.467,00:54:20.967,"b,c"
transcribe,00:54:20.823,00:54:21.323,"b,c"
transcribe,00:54:21.210,00:54:21.710,"b,c"
transcribe,00:54:22.030,00:54:22.530,"m,whuh"
transcribe,00:54:22.852,00:54:23.352,"m,ok let's"
transcribe,00:54:23.798,00:54:24.298,"b,c"
transcribe,00:54:27.255,00:54:27.755,"b,b"
transcribe,00:54:28.773,00:54:29.273,"b,b"
transcribe,00:54:30.555,00:54:31.055,"m,ah"
transcribe,00:54:31.392,00:54:31.892,"b,b"
transcribe,00:54:32.399,00:54:32.899,"b,b"
transcribe,00:54:33.438,00:54:33.938,"b,c"
transcribe,00:54:34.492,00:54:34.992,"m,ok?"
transcribe,00:54:35.049,00:54:35.549,"b,c"
transcribe,00:54:35.887,00:54:36.387,"b,c"
transcribe,00:54:37.374,00:54:37.874,"m,ooh careful mister"
